zcta5ce20,county_name,cbsa_name
36003,Autauga,"Montgomery, AL"
36008,Autauga,"Montgomery, AL"
36703,Autauga,"Montgomery, AL"
36067,Autauga,"Montgomery, AL"
36749,Autauga,"Montgomery, AL"
36006,Autauga,"Montgomery, AL"
36066,Autauga,"Montgomery, AL"
36022,Autauga,"Montgomery, AL"
36758,Autauga,"Montgomery, AL"
36091,Autauga,"Montgomery, AL"
36051,Autauga,"Montgomery, AL"
94704,Alameda,"San Francisco-Oakland-Fremont, CA"
94502,Alameda,"San Francisco-Oakland-Fremont, CA"
94580,Alameda,"San Francisco-Oakland-Fremont, CA"
94552,Alameda,"San Francisco-Oakland-Fremont, CA"
94501,Alameda,"San Francisco-Oakland-Fremont, CA"
94577,Alameda,"San Francisco-Oakland-Fremont, CA"
94550,Alameda,"San Francisco-Oakland-Fremont, CA"
94707,Alameda,"San Francisco-Oakland-Fremont, CA"
94545,Alameda,"San Francisco-Oakland-Fremont, CA"
94587,Alameda,"San Francisco-Oakland-Fremont, CA"
94542,Alameda,"San Francisco-Oakland-Fremont, CA"
94566,Alameda,"San Francisco-Oakland-Fremont, CA"
94702,Alameda,"San Francisco-Oakland-Fremont, CA"
94586,Alameda,"San Francisco-Oakland-Fremont, CA"
94536,Alameda,"San Francisco-Oakland-Fremont, CA"
94720,Alameda,"San Francisco-Oakland-Fremont, CA"
94538,Alameda,"San Francisco-Oakland-Fremont, CA"
94555,Alameda,"San Francisco-Oakland-Fremont, CA"
94568,Alameda,"San Francisco-Oakland-Fremont, CA"
94579,Alameda,"San Francisco-Oakland-Fremont, CA"
94706,Alameda,"San Francisco-Oakland-Fremont, CA"
94560,Alameda,"San Francisco-Oakland-Fremont, CA"
94609,Alameda,"San Francisco-Oakland-Fremont, CA"
94505,Alameda,"San Francisco-Oakland-Fremont, CA"
94710,Alameda,"San Francisco-Oakland-Fremont, CA"
94578,Alameda,"San Francisco-Oakland-Fremont, CA"
94705,Alameda,"San Francisco-Oakland-Fremont, CA"
94612,Alameda,"San Francisco-Oakland-Fremont, CA"
94621,Alameda,"San Francisco-Oakland-Fremont, CA"
94605,Alameda,"San Francisco-Oakland-Fremont, CA"
95377,Alameda,"San Francisco-Oakland-Fremont, CA"
94608,Alameda,"San Francisco-Oakland-Fremont, CA"
94603,Alameda,"San Francisco-Oakland-Fremont, CA"
94709,Alameda,"San Francisco-Oakland-Fremont, CA"
94514,Alameda,"San Francisco-Oakland-Fremont, CA"
94703,Alameda,"San Francisco-Oakland-Fremont, CA"
94610,Alameda,"San Francisco-Oakland-Fremont, CA"
94546,Alameda,"San Francisco-Oakland-Fremont, CA"
94544,Alameda,"San Francisco-Oakland-Fremont, CA"
94619,Alameda,"San Francisco-Oakland-Fremont, CA"
94601,Alameda,"San Francisco-Oakland-Fremont, CA"
95391,Alameda,"San Francisco-Oakland-Fremont, CA"
94602,Alameda,"San Francisco-Oakland-Fremont, CA"
94607,Alameda,"San Francisco-Oakland-Fremont, CA"
94541,Alameda,"San Francisco-Oakland-Fremont, CA"
94708,Alameda,"San Francisco-Oakland-Fremont, CA"
94539,Alameda,"San Francisco-Oakland-Fremont, CA"
94606,Alameda,"San Francisco-Oakland-Fremont, CA"
94551,Alameda,"San Francisco-Oakland-Fremont, CA"
94588,Alameda,"San Francisco-Oakland-Fremont, CA"
94618,Alameda,"San Francisco-Oakland-Fremont, CA"
94613,Alameda,"San Francisco-Oakland-Fremont, CA"
94611,Alameda,"San Francisco-Oakland-Fremont, CA"
80002,Adams,"Denver-Aurora-Centennial, CO"
80602,Adams,"Denver-Aurora-Centennial, CO"
80233,Adams,"Denver-Aurora-Centennial, CO"
80103,Adams,"Denver-Aurora-Centennial, CO"
80229,Adams,"Denver-Aurora-Centennial, CO"
80011,Adams,"Denver-Aurora-Centennial, CO"
80003,Adams,"Denver-Aurora-Centennial, CO"
80642,Adams,"Denver-Aurora-Centennial, CO"
80260,Adams,"Denver-Aurora-Centennial, CO"
80212,Adams,"Denver-Aurora-Centennial, CO"
80234,Adams,"Denver-Aurora-Centennial, CO"
80020,Adams,"Denver-Aurora-Centennial, CO"
80239,Adams,"Denver-Aurora-Centennial, CO"
80241,Adams,"Denver-Aurora-Centennial, CO"
80022,Adams,"Denver-Aurora-Centennial, CO"
80701,Adams,"Denver-Aurora-Centennial, CO"
80019,Adams,"Denver-Aurora-Centennial, CO"
80220,Adams,"Denver-Aurora-Centennial, CO"
80024,Adams,"Denver-Aurora-Centennial, CO"
80045,Adams,"Denver-Aurora-Centennial, CO"
80023,Adams,"Denver-Aurora-Centennial, CO"
80105,Adams,"Denver-Aurora-Centennial, CO"
80221,Adams,"Denver-Aurora-Centennial, CO"
80102,Adams,"Denver-Aurora-Centennial, CO"
80137,Adams,"Denver-Aurora-Centennial, CO"
80216,Adams,"Denver-Aurora-Centennial, CO"
80654,Adams,"Denver-Aurora-Centennial, CO"
80010,Adams,"Denver-Aurora-Centennial, CO"
80031,Adams,"Denver-Aurora-Centennial, CO"
80136,Adams,"Denver-Aurora-Centennial, CO"
80640,Adams,"Denver-Aurora-Centennial, CO"
80643,Adams,"Denver-Aurora-Centennial, CO"
80601,Adams,"Denver-Aurora-Centennial, CO"
80030,Adams,"Denver-Aurora-Centennial, CO"
80603,Adams,"Denver-Aurora-Centennial, CO"
19938,Kent,"Dover, DE"
19979,Kent,"Dover, DE"
19950,Kent,"Dover, DE"
19955,Kent,"Dover, DE"
19934,Kent,"Dover, DE"
19953,Kent,"Dover, DE"
19964,Kent,"Dover, DE"
19936,Kent,"Dover, DE"
19902,Kent,"Dover, DE"
19977,Kent,"Dover, DE"
19943,Kent,"Dover, DE"
19963,Kent,"Dover, DE"
19954,Kent,"Dover, DE"
19980,Kent,"Dover, DE"
19962,Kent,"Dover, DE"
19904,Kent,"Dover, DE"
19901,Kent,"Dover, DE"
19952,Kent,"Dover, DE"
19946,Kent,"Dover, DE"
20566,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20020,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20245,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20530,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20319,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20415,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20057,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20260,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20045,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20204,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20007,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20016,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20001,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20317,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20052,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20006,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20024,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20418,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20017,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20520,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20003,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20002,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20373,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20012,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20591,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20010,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20515,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20036,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20059,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20542,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20422,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20565,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20535,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20551,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20510,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20230,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20037,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20032,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20005,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20008,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20427,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20064,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20390,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20431,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20388,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20250,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20560,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20011,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20220,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20408,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20240,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20018,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20019,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20540,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20004,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20015,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
20009,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
32622,Alachua,"Gainesville, FL"
32615,Alachua,"Gainesville, FL"
32666,Alachua,"Gainesville, FL"
32653,Alachua,"Gainesville, FL"
32643,Alachua,"Gainesville, FL"
32669,Alachua,"Gainesville, FL"
32640,Alachua,"Gainesville, FL"
32606,Alachua,"Gainesville, FL"
32667,Alachua,"Gainesville, FL"
32694,Alachua,"Gainesville, FL"
32608,Alachua,"Gainesville, FL"
32044,Alachua,"Gainesville, FL"
32609,Alachua,"Gainesville, FL"
32610,Alachua,"Gainesville, FL"
32616,Alachua,"Gainesville, FL"
32601,Alachua,"Gainesville, FL"
32658,Alachua,"Gainesville, FL"
32641,Alachua,"Gainesville, FL"
32603,Alachua,"Gainesville, FL"
32618,Alachua,"Gainesville, FL"
32605,Alachua,"Gainesville, FL"
32631,Alachua,"Gainesville, FL"
32607,Alachua,"Gainesville, FL"
32612,Alachua,"Gainesville, FL"
96704,Hawaii,"Hilo-Kailua, HI"
96778,Hawaii,"Hilo-Kailua, HI"
96720,Hawaii,"Hilo-Kailua, HI"
96740,Hawaii,"Hilo-Kailua, HI"
96785,Hawaii,"Hilo-Kailua, HI"
96777,Hawaii,"Hilo-Kailua, HI"
96710,Hawaii,"Hilo-Kailua, HI"
96771,Hawaii,"Hilo-Kailua, HI"
96719,Hawaii,"Hilo-Kailua, HI"
96727,Hawaii,"Hilo-Kailua, HI"
96776,Hawaii,"Hilo-Kailua, HI"
96737,Hawaii,"Hilo-Kailua, HI"
96728,Hawaii,"Hilo-Kailua, HI"
96750,Hawaii,"Hilo-Kailua, HI"
96781,Hawaii,"Hilo-Kailua, HI"
96772,Hawaii,"Hilo-Kailua, HI"
96726,Hawaii,"Hilo-Kailua, HI"
96774,Hawaii,"Hilo-Kailua, HI"
96743,Hawaii,"Hilo-Kailua, HI"
96725,Hawaii,"Hilo-Kailua, HI"
96738,Hawaii,"Hilo-Kailua, HI"
96755,Hawaii,"Hilo-Kailua, HI"
96773,Hawaii,"Hilo-Kailua, HI"
96783,Hawaii,"Hilo-Kailua, HI"
96760,Hawaii,"Hilo-Kailua, HI"
96749,Hawaii,"Hilo-Kailua, HI"
96764,Hawaii,"Hilo-Kailua, HI"
96780,Hawaii,"Hilo-Kailua, HI"
83702,Ada,"Boise City, ID"
83642,Ada,"Boise City, ID"
83634,Ada,"Boise City, ID"
83704,Ada,"Boise City, ID"
83709,Ada,"Boise City, ID"
83706,Ada,"Boise City, ID"
83712,Ada,"Boise City, ID"
83705,Ada,"Boise City, ID"
83703,Ada,"Boise City, ID"
83687,Ada,"Boise City, ID"
83713,Ada,"Boise City, ID"
83725,Ada,"Boise City, ID"
83641,Ada,"Boise City, ID"
83716,Ada,"Boise City, ID"
83720,Ada,"Boise City, ID"
83669,Ada,"Boise City, ID"
83616,Ada,"Boise City, ID"
83714,Ada,"Boise City, ID"
83629,Ada,"Boise City, ID"
83646,Ada,"Boise City, ID"
62346,Adams,"Quincy, IL-MO"
62314,Adams,"Quincy, IL-MO"
62305,Adams,"Quincy, IL-MO"
62351,Adams,"Quincy, IL-MO"
62338,Adams,"Quincy, IL-MO"
62347,Adams,"Quincy, IL-MO"
62365,Adams,"Quincy, IL-MO"
62373,Adams,"Quincy, IL-MO"
62359,Adams,"Quincy, IL-MO"
62301,Adams,"Quincy, IL-MO"
62343,Adams,"Quincy, IL-MO"
62360,Adams,"Quincy, IL-MO"
62316,Adams,"Quincy, IL-MO"
62348,Adams,"Quincy, IL-MO"
62339,Adams,"Quincy, IL-MO"
62379,Adams,"Quincy, IL-MO"
62376,Adams,"Quincy, IL-MO"
62349,Adams,"Quincy, IL-MO"
62311,Adams,"Quincy, IL-MO"
62325,Adams,"Quincy, IL-MO"
62312,Adams,"Quincy, IL-MO"
62320,Adams,"Quincy, IL-MO"
62324,Adams,"Quincy, IL-MO"
47326,Adams,"Decatur, IN"
46733,Adams,"Decatur, IN"
46740,Adams,"Decatur, IN"
46714,Adams,"Decatur, IN"
46772,Adams,"Decatur, IN"
46773,Adams,"Decatur, IN"
46777,Adams,"Decatur, IN"
46711,Adams,"Decatur, IN"
70556,Acadia,"Lafayette, LA"
70543,Acadia,"Lafayette, LA"
70559,Acadia,"Lafayette, LA"
70525,Acadia,"Lafayette, LA"
70529,Acadia,"Lafayette, LA"
70515,Acadia,"Lafayette, LA"
70531,Acadia,"Lafayette, LA"
70578,Acadia,"Lafayette, LA"
70534,Acadia,"Lafayette, LA"
70546,Acadia,"Lafayette, LA"
70583,Acadia,"Lafayette, LA"
70526,Acadia,"Lafayette, LA"
70537,Acadia,"Lafayette, LA"
70516,Acadia,"Lafayette, LA"
70535,Acadia,"Lafayette, LA"
04282,Androscoggin,"Lewiston-Auburn, ME"
04280,Androscoggin,"Lewiston-Auburn, ME"
04274,Androscoggin,"Lewiston-Auburn, ME"
04222,Androscoggin,"Lewiston-Auburn, ME"
04240,Androscoggin,"Lewiston-Auburn, ME"
04210,Androscoggin,"Lewiston-Auburn, ME"
04250,Androscoggin,"Lewiston-Auburn, ME"
04263,Androscoggin,"Lewiston-Auburn, ME"
04256,Androscoggin,"Lewiston-Auburn, ME"
04253,Androscoggin,"Lewiston-Auburn, ME"
04258,Androscoggin,"Lewiston-Auburn, ME"
04252,Androscoggin,"Lewiston-Auburn, ME"
04236,Androscoggin,"Lewiston-Auburn, ME"
04254,Androscoggin,"Lewiston-Auburn, ME"
21545,Allegany,"Cumberland, MD-WV"
21529,Allegany,"Cumberland, MD-WV"
21539,Allegany,"Cumberland, MD-WV"
21524,Allegany,"Cumberland, MD-WV"
21543,Allegany,"Cumberland, MD-WV"
21562,Allegany,"Cumberland, MD-WV"
21560,Allegany,"Cumberland, MD-WV"
21540,Allegany,"Cumberland, MD-WV"
21521,Allegany,"Cumberland, MD-WV"
21542,Allegany,"Cumberland, MD-WV"
21532,Allegany,"Cumberland, MD-WV"
21555,Allegany,"Cumberland, MD-WV"
21557,Allegany,"Cumberland, MD-WV"
21502,Allegany,"Cumberland, MD-WV"
21530,Allegany,"Cumberland, MD-WV"
21766,Allegany,"Cumberland, MD-WV"
02561,Barnstable,"Barnstable Town, MA"
02638,Barnstable,"Barnstable Town, MA"
02542,Barnstable,"Barnstable Town, MA"
02537,Barnstable,"Barnstable Town, MA"
02553,Barnstable,"Barnstable Town, MA"
02670,Barnstable,"Barnstable Town, MA"
02532,Barnstable,"Barnstable Town, MA"
02633,Barnstable,"Barnstable Town, MA"
02648,Barnstable,"Barnstable Town, MA"
02635,Barnstable,"Barnstable Town, MA"
02601,Barnstable,"Barnstable Town, MA"
02657,Barnstable,"Barnstable Town, MA"
02650,Barnstable,"Barnstable Town, MA"
02675,Barnstable,"Barnstable Town, MA"
02645,Barnstable,"Barnstable Town, MA"
02655,Barnstable,"Barnstable Town, MA"
02668,Barnstable,"Barnstable Town, MA"
02641,Barnstable,"Barnstable Town, MA"
02644,Barnstable,"Barnstable Town, MA"
02630,Barnstable,"Barnstable Town, MA"
02652,Barnstable,"Barnstable Town, MA"
02663,Barnstable,"Barnstable Town, MA"
02671,Barnstable,"Barnstable Town, MA"
02639,Barnstable,"Barnstable Town, MA"
02536,Barnstable,"Barnstable Town, MA"
02559,Barnstable,"Barnstable Town, MA"
02667,Barnstable,"Barnstable Town, MA"
02664,Barnstable,"Barnstable Town, MA"
02563,Barnstable,"Barnstable Town, MA"
02672,Barnstable,"Barnstable Town, MA"
02543,Barnstable,"Barnstable Town, MA"
02647,Barnstable,"Barnstable Town, MA"
02637,Barnstable,"Barnstable Town, MA"
02660,Barnstable,"Barnstable Town, MA"
02540,Barnstable,"Barnstable Town, MA"
02632,Barnstable,"Barnstable Town, MA"
02631,Barnstable,"Barnstable Town, MA"
02642,Barnstable,"Barnstable Town, MA"
02673,Barnstable,"Barnstable Town, MA"
02659,Barnstable,"Barnstable Town, MA"
02556,Barnstable,"Barnstable Town, MA"
02646,Barnstable,"Barnstable Town, MA"
02653,Barnstable,"Barnstable Town, MA"
02562,Barnstable,"Barnstable Town, MA"
02666,Barnstable,"Barnstable Town, MA"
02649,Barnstable,"Barnstable Town, MA"
02534,Barnstable,"Barnstable Town, MA"
02643,Barnstable,"Barnstable Town, MA"
39661,Adams,"Natchez, MS-LA"
39120,Adams,"Natchez, MS-LA"
63559,Adair,"Kirksville, MO"
63533,Adair,"Kirksville, MO"
63544,Adair,"Kirksville, MO"
63501,Adair,"Kirksville, MO"
63540,Adair,"Kirksville, MO"
63557,Adair,"Kirksville, MO"
63547,Adair,"Kirksville, MO"
63549,Adair,"Kirksville, MO"
63546,Adair,"Kirksville, MO"
68956,Adams,"Hastings, NE"
68925,Adams,"Hastings, NE"
68973,Adams,"Hastings, NE"
68941,Adams,"Hastings, NE"
68932,Adams,"Hastings, NE"
68980,Adams,"Hastings, NE"
68950,Adams,"Hastings, NE"
68883,Adams,"Hastings, NE"
68901,Adams,"Hastings, NE"
68930,Adams,"Hastings, NE"
68945,Adams,"Hastings, NE"
68957,Adams,"Hastings, NE"
68955,Adams,"Hastings, NE"
68928,Adams,"Hastings, NE"
89406,Churchill,"Fallon, NV"
89408,Churchill,"Fallon, NV"
89496,Churchill,"Fallon, NV"
03249,Belknap,"Laconia, NH"
03237,Belknap,"Laconia, NH"
03254,Belknap,"Laconia, NH"
03246,Belknap,"Laconia, NH"
03269,Belknap,"Laconia, NH"
03225,Belknap,"Laconia, NH"
03809,Belknap,"Laconia, NH"
03837,Belknap,"Laconia, NH"
03256,Belknap,"Laconia, NH"
03253,Belknap,"Laconia, NH"
03218,Belknap,"Laconia, NH"
03810,Belknap,"Laconia, NH"
03226,Belknap,"Laconia, NH"
03276,Belknap,"Laconia, NH"
03220,Belknap,"Laconia, NH"
08201,Atlantic,"Atlantic City-Hammonton, NJ"
08406,Atlantic,"Atlantic City-Hammonton, NJ"
08037,Atlantic,"Atlantic City-Hammonton, NJ"
08217,Atlantic,"Atlantic City-Hammonton, NJ"
08215,Atlantic,"Atlantic City-Hammonton, NJ"
08344,Atlantic,"Atlantic City-Hammonton, NJ"
08350,Atlantic,"Atlantic City-Hammonton, NJ"
08310,Atlantic,"Atlantic City-Hammonton, NJ"
08403,Atlantic,"Atlantic City-Hammonton, NJ"
08232,Atlantic,"Atlantic City-Hammonton, NJ"
08205,Atlantic,"Atlantic City-Hammonton, NJ"
08341,Atlantic,"Atlantic City-Hammonton, NJ"
08234,Atlantic,"Atlantic City-Hammonton, NJ"
08241,Atlantic,"Atlantic City-Hammonton, NJ"
08330,Atlantic,"Atlantic City-Hammonton, NJ"
08326,Atlantic,"Atlantic City-Hammonton, NJ"
08317,Atlantic,"Atlantic City-Hammonton, NJ"
08340,Atlantic,"Atlantic City-Hammonton, NJ"
08094,Atlantic,"Atlantic City-Hammonton, NJ"
08244,Atlantic,"Atlantic City-Hammonton, NJ"
08346,Atlantic,"Atlantic City-Hammonton, NJ"
08270,Atlantic,"Atlantic City-Hammonton, NJ"
08240,Atlantic,"Atlantic City-Hammonton, NJ"
08221,Atlantic,"Atlantic City-Hammonton, NJ"
08225,Atlantic,"Atlantic City-Hammonton, NJ"
08360,Atlantic,"Atlantic City-Hammonton, NJ"
08401,Atlantic,"Atlantic City-Hammonton, NJ"
08319,Atlantic,"Atlantic City-Hammonton, NJ"
08402,Atlantic,"Atlantic City-Hammonton, NJ"
08203,Atlantic,"Atlantic City-Hammonton, NJ"
87022,Bernalillo,"Albuquerque, NM"
87122,Bernalillo,"Albuquerque, NM"
87108,Bernalillo,"Albuquerque, NM"
87124,Bernalillo,"Albuquerque, NM"
87102,Bernalillo,"Albuquerque, NM"
87113,Bernalillo,"Albuquerque, NM"
87047,Bernalillo,"Albuquerque, NM"
87116,Bernalillo,"Albuquerque, NM"
87048,Bernalillo,"Albuquerque, NM"
87110,Bernalillo,"Albuquerque, NM"
87101,Bernalillo,"Albuquerque, NM"
87026,Bernalillo,"Albuquerque, NM"
87117,Bernalillo,"Albuquerque, NM"
87107,Bernalillo,"Albuquerque, NM"
87068,Bernalillo,"Albuquerque, NM"
87111,Bernalillo,"Albuquerque, NM"
87059,Bernalillo,"Albuquerque, NM"
87104,Bernalillo,"Albuquerque, NM"
87120,Bernalillo,"Albuquerque, NM"
87008,Bernalillo,"Albuquerque, NM"
87151,Bernalillo,"Albuquerque, NM"
87109,Bernalillo,"Albuquerque, NM"
87123,Bernalillo,"Albuquerque, NM"
87015,Bernalillo,"Albuquerque, NM"
87114,Bernalillo,"Albuquerque, NM"
87121,Bernalillo,"Albuquerque, NM"
87105,Bernalillo,"Albuquerque, NM"
87106,Bernalillo,"Albuquerque, NM"
87112,Bernalillo,"Albuquerque, NM"
12147,Albany,"Albany-Schenectady-Troy, NY"
12206,Albany,"Albany-Schenectady-Troy, NY"
12306,Albany,"Albany-Schenectady-Troy, NY"
12053,Albany,"Albany-Schenectady-Troy, NY"
12211,Albany,"Albany-Schenectady-Troy, NY"
12158,Albany,"Albany-Schenectady-Troy, NY"
12208,Albany,"Albany-Schenectady-Troy, NY"
12303,Albany,"Albany-Schenectady-Troy, NY"
12460,Albany,"Albany-Schenectady-Troy, NY"
12189,Albany,"Albany-Schenectady-Troy, NY"
12210,Albany,"Albany-Schenectady-Troy, NY"
12077,Albany,"Albany-Schenectady-Troy, NY"
12157,Albany,"Albany-Schenectady-Troy, NY"
12120,Albany,"Albany-Schenectady-Troy, NY"
12202,Albany,"Albany-Schenectady-Troy, NY"
12222,Albany,"Albany-Schenectady-Troy, NY"
12084,Albany,"Albany-Schenectady-Troy, NY"
12207,Albany,"Albany-Schenectady-Troy, NY"
12205,Albany,"Albany-Schenectady-Troy, NY"
12226,Albany,"Albany-Schenectady-Troy, NY"
12309,Albany,"Albany-Schenectady-Troy, NY"
12059,Albany,"Albany-Schenectady-Troy, NY"
12193,Albany,"Albany-Schenectady-Troy, NY"
12122,Albany,"Albany-Schenectady-Troy, NY"
12023,Albany,"Albany-Schenectady-Troy, NY"
12085,Albany,"Albany-Schenectady-Troy, NY"
12469,Albany,"Albany-Schenectady-Troy, NY"
12183,Albany,"Albany-Schenectady-Troy, NY"
12209,Albany,"Albany-Schenectady-Troy, NY"
12041,Albany,"Albany-Schenectady-Troy, NY"
12047,Albany,"Albany-Schenectady-Troy, NY"
12304,Albany,"Albany-Schenectady-Troy, NY"
12087,Albany,"Albany-Schenectady-Troy, NY"
12046,Albany,"Albany-Schenectady-Troy, NY"
12186,Albany,"Albany-Schenectady-Troy, NY"
12045,Albany,"Albany-Schenectady-Troy, NY"
12204,Albany,"Albany-Schenectady-Troy, NY"
12161,Albany,"Albany-Schenectady-Troy, NY"
12007,Albany,"Albany-Schenectady-Troy, NY"
12009,Albany,"Albany-Schenectady-Troy, NY"
12054,Albany,"Albany-Schenectady-Troy, NY"
12203,Albany,"Albany-Schenectady-Troy, NY"
12067,Albany,"Albany-Schenectady-Troy, NY"
12143,Albany,"Albany-Schenectady-Troy, NY"
12083,Albany,"Albany-Schenectady-Troy, NY"
12110,Albany,"Albany-Schenectady-Troy, NY"
12159,Albany,"Albany-Schenectady-Troy, NY"
27215,Alamance,"Burlington, NC"
27217,Alamance,"Burlington, NC"
27258,Alamance,"Burlington, NC"
27349,Alamance,"Burlington, NC"
27202,Alamance,"Burlington, NC"
27253,Alamance,"Burlington, NC"
27340,Alamance,"Burlington, NC"
27201,Alamance,"Burlington, NC"
27312,Alamance,"Burlington, NC"
27244,Alamance,"Burlington, NC"
27298,Alamance,"Burlington, NC"
27249,Alamance,"Burlington, NC"
27302,Alamance,"Burlington, NC"
97819,Baker,"Baker City, OR"
97840,Baker,"Baker City, OR"
97907,Baker,"Baker City, OR"
97834,Baker,"Baker City, OR"
97867,Baker,"Baker City, OR"
97905,Baker,"Baker City, OR"
97877,Baker,"Baker City, OR"
97814,Baker,"Baker City, OR"
97870,Baker,"Baker City, OR"
97869,Baker,"Baker City, OR"
97884,Baker,"Baker City, OR"
97833,Baker,"Baker City, OR"
97837,Baker,"Baker City, OR"
17372,Adams,"Gettysburg, PA"
17320,Adams,"Gettysburg, PA"
17222,Adams,"Gettysburg, PA"
17301,Adams,"Gettysburg, PA"
17324,Adams,"Gettysburg, PA"
17325,Adams,"Gettysburg, PA"
17343,Adams,"Gettysburg, PA"
17316,Adams,"Gettysburg, PA"
17340,Adams,"Gettysburg, PA"
17306,Adams,"Gettysburg, PA"
17303,Adams,"Gettysburg, PA"
17344,Adams,"Gettysburg, PA"
17331,Adams,"Gettysburg, PA"
17304,Adams,"Gettysburg, PA"
17353,Adams,"Gettysburg, PA"
17019,Adams,"Gettysburg, PA"
17350,Adams,"Gettysburg, PA"
17307,Adams,"Gettysburg, PA"
02809,Bristol,"Providence-Warwick, RI-MA"
02806,Bristol,"Providence-Warwick, RI-MA"
02885,Bristol,"Providence-Warwick, RI-MA"
29620,Abbeville,"Greenwood, SC"
29638,Abbeville,"Greenwood, SC"
29654,Abbeville,"Greenwood, SC"
29659,Abbeville,"Greenwood, SC"
29639,Abbeville,"Greenwood, SC"
29692,Abbeville,"Greenwood, SC"
29653,Abbeville,"Greenwood, SC"
29649,Abbeville,"Greenwood, SC"
29646,Abbeville,"Greenwood, SC"
29819,Abbeville,"Greenwood, SC"
29628,Abbeville,"Greenwood, SC"
29627,Abbeville,"Greenwood, SC"
29655,Abbeville,"Greenwood, SC"
37931,Anderson,"Knoxville, TN"
37754,Anderson,"Knoxville, TN"
37830,Anderson,"Knoxville, TN"
37849,Anderson,"Knoxville, TN"
